# event_ticker=KXATPCHALLENGERMATCH-26MAY14VANHAL
# final_score=6-1 2-0 RET
# match_winner=Quentin Halys
# fav_player=Quentin Halys
# dog_player=Botic Van de Zandschulp
# kalshi_date=2026-05-14
timestamp,Botic Van de Zandschulp,Quentin Halys
2026-05-15T08:40:00Z,8.00,92.00
2026-05-15T08:41:00Z,8.00,92.00
2026-05-15T08:42:00Z,8.00,92.00
2026-05-15T08:43:00Z,8.00,92.00
2026-05-15T08:44:00Z,8.00,91.00
2026-05-15T08:45:00Z,7.00,92.00
2026-05-15T08:46:00Z,7.00,92.00
2026-05-15T08:47:00Z,8.00,92.00
2026-05-15T08:49:00Z,8.00,92.00
2026-05-15T08:51:00Z,7.00,92.00
2026-05-15T08:52:00Z,8.00,92.00
2026-05-15T08:55:00Z,8.00,92.00
2026-05-15T08:56:00Z,7.00,92.00
2026-05-15T08:57:00Z,7.00,91.20
2026-05-15T08:58:00Z,8.00,92.00
2026-05-15T08:59:00Z,8.00,92.00
2026-05-15T09:00:00Z,8.00,91.00
2026-05-15T09:02:00Z,8.00,92.00
2026-05-15T09:03:00Z,8.00,92.00
2026-05-15T09:06:00Z,7.00,92.00
2026-05-15T09:08:00Z,7.00,91.00
2026-05-15T09:11:00Z,7.36,92.01
2026-05-15T09:14:00Z,8.00,92.64
2026-05-15T09:15:00Z,8.00,93.00
2026-05-15T09:16:00Z,8.00,92.00
2026-05-15T09:17:00Z,8.00,91.00
2026-05-15T09:18:00Z,8.00,91.01
2026-05-15T09:19:00Z,8.00,91.12
2026-05-15T09:20:00Z,8.04,92.00
2026-05-15T09:21:00Z,7.00,92.00
2026-05-15T09:22:00Z,7.00,92.00
2026-05-15T09:23:00Z,9.00,92.00
2026-05-15T09:25:00Z,9.00,91.64
2026-05-15T09:26:00Z,7.48,92.71
2026-05-15T09:27:00Z,7.36,91.00
2026-05-15T09:29:00Z,7.00,92.84
2026-05-15T09:30:00Z,9.00,92.84
2026-05-15T09:31:00Z,9.00,91.50
2026-05-15T09:32:00Z,9.00,92.00
2026-05-15T09:34:00Z,9.00,91.00
2026-05-15T09:35:00Z,9.00,92.00
2026-05-15T09:38:00Z,9.00,92.00
2026-05-15T09:39:00Z,8.74,92.00
2026-05-15T09:40:00Z,9.00,92.00
2026-05-15T09:41:00Z,9.00,92.00
2026-05-15T09:42:00Z,9.07,91.00
2026-05-15T09:43:00Z,9.07,92.00
2026-05-15T09:45:00Z,7.11,92.00
2026-05-15T09:46:00Z,7.11,92.00
2026-05-15T09:47:00Z,9.00,92.00
2026-05-15T09:48:00Z,9.00,92.00
2026-05-15T09:51:00Z,7.00,92.00
2026-05-15T09:52:00Z,7.00,92.00
2026-05-15T09:53:00Z,7.35,92.00
2026-05-15T09:54:00Z,9.00,91.00
2026-05-15T09:56:00Z,9.00,92.00
2026-05-15T09:57:00Z,8.00,92.93
2026-05-15T09:58:00Z,9.00,93.00
2026-05-15T09:59:00Z,9.00,91.00
2026-05-15T10:00:00Z,9.13,91.00
2026-05-15T10:01:00Z,9.13,92.00
2026-05-15T10:03:00Z,9.13,93.00
2026-05-15T10:05:00Z,9.13,93.00
2026-05-15T10:06:00Z,10.00,91.04
2026-05-15T10:07:00Z,10.00,93.00
2026-05-15T10:09:00Z,10.00,93.00
2026-05-15T10:10:00Z,10.00,91.00
2026-05-15T10:11:00Z,8.00,93.00
2026-05-15T10:12:00Z,8.00,93.00
2026-05-15T10:14:00Z,10.00,91.00
2026-05-15T10:15:00Z,10.18,92.21
2026-05-15T10:17:00Z,10.18,91.01
2026-05-15T10:18:00Z,10.18,91.09
2026-05-15T10:19:00Z,10.18,92.00
2026-05-15T10:21:00Z,14.69,92.00
2026-05-15T10:22:00Z,15.54,87.52
2026-05-15T10:23:00Z,15.54,90.00
2026-05-15T10:24:00Z,10.19,90.00
2026-05-15T10:26:00Z,10.19,89.33
2026-05-15T10:27:00Z,9.69,92.59
2026-05-15T10:28:00Z,8.00,93.00
2026-05-15T10:29:00Z,8.00,89.00
2026-05-15T10:30:00Z,14.20,93.03
2026-05-15T10:31:00Z,11.01,90.66
2026-05-15T10:33:00Z,10.00,90.66
2026-05-15T10:34:00Z,5.74,97.35
2026-05-15T10:35:00Z,2.93,96.65
2026-05-15T10:36:00Z,1.85,99.00
2026-05-15T10:37:00Z,1.60,97.15
2026-05-15T10:38:00Z,2.50,98.23
2026-05-15T10:39:00Z,1.16,99.00
2026-05-15T10:40:00Z,1.00,99.00
2026-05-15T10:41:00Z,1.00,99.00
2026-05-15T10:42:00Z,1.00,99.00
