# event_ticker=KXATPMATCH-26JUN12MPEBUB
# final_score=7-6(5) 7-6(3)
# score_resolution=7-6 7-6
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Giovanni Mpetshi Perricard
# kalshi_date=2026-06-12
timestamp,Giovanni Mpetshi Perricard,Alexander Bublik
2026-06-12T14:39:00Z,16.54,83.63
2026-06-12T14:40:00Z,16.15,82.44
2026-06-12T14:41:00Z,22.13,79.37
2026-06-12T14:42:00Z,23.93,76.18
2026-06-12T14:43:00Z,23.82,76.99
2026-06-12T14:44:00Z,23.11,76.60
2026-06-12T14:45:00Z,21.24,78.64
2026-06-12T14:46:00Z,19.60,80.43
2026-06-12T14:47:00Z,19.23,81.48
2026-06-12T14:48:00Z,21.35,79.23
2026-06-12T14:49:00Z,22.57,78.47
2026-06-12T14:50:00Z,22.28,78.10
2026-06-12T14:51:00Z,20.87,80.50
2026-06-12T14:52:00Z,20.80,80.44
2026-06-12T14:53:00Z,21.32,78.03
2026-06-12T14:54:00Z,20.06,79.75
2026-06-12T14:55:00Z,21.00,79.57
2026-06-12T14:56:00Z,18.66,82.26
2026-06-12T14:57:00Z,18.69,82.45
2026-06-12T14:58:00Z,20.50,80.12
2026-06-12T14:59:00Z,21.00,79.57
2026-06-12T15:00:00Z,21.00,79.10
2026-06-12T15:01:00Z,21.33,77.76
2026-06-12T15:02:00Z,20.97,79.38
2026-06-12T15:03:00Z,20.29,79.50
2026-06-12T15:04:00Z,21.27,78.79
2026-06-12T15:05:00Z,23.38,77.16
2026-06-12T15:06:00Z,23.94,76.62
2026-06-12T15:07:00Z,23.08,77.81
2026-06-12T15:08:00Z,21.51,80.37
2026-06-12T15:09:00Z,11.41,89.29
2026-06-12T15:10:00Z,3.71,95.94
2026-06-12T15:11:00Z,2.63,97.74
2026-06-12T15:12:00Z,1.67,98.52
2026-06-12T15:13:00Z,1.00,99.00
2026-06-12T15:14:00Z,1.00,99.00
2026-06-12T15:15:00Z,1.00,99.00
2026-06-12T15:16:00Z,1.00,99.00
2026-06-12T15:17:00Z,1.00,99.00
2026-06-12T15:18:00Z,1.00,99.00
2026-06-12T15:19:00Z,1.00,99.00
2026-06-12T15:20:00Z,1.00,99.00
2026-06-12T15:21:00Z,1.00,99.00
2026-06-12T15:22:00Z,1.00,99.00
2026-06-12T15:23:00Z,1.00,99.00
2026-06-12T15:24:00Z,1.00,99.00
2026-06-12T15:25:00Z,1.00,99.00
